uri,title,popularity,base_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1ryk1mXYiH7rMj5wFWhdz9,"Piano Sonata No. 11 in A Major, K. 331 ""Turkish March"": III. Alla turca",1,60.5,0.515,0.152,9,-20.78,1,0.0416,0.99,0.929,0.113,0.479,136.734,205040,4
3xKsf9qdS1CyvXSMEid6g8,Pink + White,81,84.0,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516,3
1TUSvLrsyemgSKdXTA9dEb,Y,27,22.0,0.828,0.56,0,-8.624,1,0.077,0.116,0.0,0.0778,0.217,113.039,212389,4
4zaTYLDGKXck9JrIgP6IUP,Stranger Love - Taka Perry Remix,0,56.333333333333336,0.702,0.713,5,-7.436,0,0.0428,0.643,0.00037,0.0722,0.414,137.013,265153,4
5dtlmcA7gmsA35rqD5G9N7,Have Yourself A Merry Little Christmas - Remastered 1999,2,86.0,0.303,0.137,8,-15.235,1,0.032,0.913,7.31e-06,0.267,0.299,137.484,206600,4
06SzxHiKstZ859RmekMlJx,bubb1e 9um,46,72.0,0.808,0.754,6,-7.364,0,0.111,0.0296,0.0,0.342,0.645,128.042,118717,4
73f9iuVWkdNBVdnYJRrfA1,BELLA STORIA,60,73.0,0.677,0.878,11,-5.013,0,0.117,0.075,0.0,0.193,0.65,97.998,176480,4
7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered 2009,78,81.0,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
5H95n43z0KFcXGCEc0ewe1,Pieces,74,64.0,0.7,0.271,4,-13.316,1,0.062,0.872,0.322,0.1,0.198,120.015,196413,4
4cmUdhf6r2YXIpMEJhOQTb,Aprender A Quererte,0,81.0,0.638,0.867,8,-5.191,1,0.0333,0.109,0.0,0.231,0.485,101.013,229213,4
0ofgKc30D8UwcU2xE0wOr8,Se avessi saputo,46,66.0,0.525,0.4,0,-8.482,0,0.0257,0.154,0.000795,0.0769,0.203,77.018,233766,4
1wj2eBlaZDRM70LinX8You,Tracy Island,0,75.5,0.452,0.109,0,-23.184,1,0.0373,0.789,0.206,0.164,0.32,151.924,91613,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),91,91.0,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4
6Rg0AJvt1xa4hR2QH2fUhb,Sorriso (Milano Dateo),60,65.0,0.604,0.59,8,-7.469,1,0.0318,0.362,0.0,0.0959,0.359,90.994,177145,4
2pXpURmn6zC5ZYDMms6fwa,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),87,73.0,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,155933,4
51PSUD2YHjPyAy3jnkaoy7,A-O-K,77,74.0,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
2WUVQQAsWvScEdBVilRYaR,The Lighthouse Keeper,75,87.0,0.394,0.17,0,-10.368,1,0.0451,0.889,0.0,0.105,0.315,130.721,247493,3
35eSXAktS5cpHCGnm52nxl,traitor,0,91.0,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
7MDFP7mO9SsTV0Ljop2RSU,"Christmas Oratorio, BWV 248, Pt. 6: No. 56, Rezitativ (Soprano): Du Falscher, suche nur den Herrn zu fällen...",1,50.25,0.459,0.0337,8,-21.837,1,0.0432,0.934,0.0,0.198,0.166,108.451,50493,3
5R4Yrc2j4jw1itr4hKcN26,Feline (with Polo G & Trippie Redd),80,91.66666666666667,0.575,0.619,0,-6.663,1,0.322,0.0208,0.0,0.103,0.296,110.109,212204,5
6jVpOcvR2wVlHUpTQm69pB,I'll Be Home for Christmas,0,82.0,0.488,0.0596,10,-16.237,1,0.0284,0.98,0.0213,0.194,0.142,75.675,113800,4
7v8zLkNmOCKQ18Xq6U55dT,Per dimenticare,62,53.0,0.633,0.875,11,-6.894,1,0.0525,0.113,0.000435,0.104,0.905,165.044,211360,4
7BN8PtxIEZLI1DSH6YzVSJ,"DIO NON É SORDO ལྷ (con IZI, JACK THE SMOKER & JAKE LA FURIA)",53,62.5,0.709,0.736,4,-6.162,0,0.245,0.721,0.0,0.134,0.499,127.006,211653,4
0GaWvzS26hjyY3HGwjJ9YW,Dende,58,67.0,0.813,0.773,6,-4.542,1,0.045,0.203,6.25e-06,0.116,0.74,140.019,209571,4
00thysKTneaixs0W8tZ0aJ,i,20,14.0,0.623,0.742,9,-5.898,1,0.119,0.173,0.0,0.12,0.615,84.923,216596,4
1EUhtuJXgLXNZyxepUrBE9,"Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",1,57.5,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,246427,4
3Dv1eDb0MEgF93GpLXlucZ,Say So,84,94.0,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4
5aJhuze13LOoLthmiG8YIA,When The Beat Drops Out,64,53.0,0.379,0.647,5,-7.72,0,0.197,0.214,0.0,0.125,0.342,217.648,204027,4
3nhAgjyrfUUCNDMZHx6LCa,Stu core t'apparten,54,72.0,0.536,0.551,8,-6.832,0,0.421,0.358,0.0,0.0952,0.472,158.985,149910,4
2pAaxSeMXY12bwr6R2LTfH,Calmo - feat. tha Supreme,55,70.0,0.604,0.813,7,-5.44,1,0.292,0.0636,0.0,0.308,0.521,165.772,151807,4
510hzSrGCZ9YCl4pAjoAZG,"Le nozze di Figaro, K. 492 (Excerpts): Che imbarazzo è mai questo! [Live]",12,39.5,0.489,0.661,2,-14.2,1,0.917,0.991,4.1e-05,0.685,0.488,127.595,99493,3
3dZHWv3IsAQLzAr7FLJoJA,Bello e impossibile,59,58.0,0.592,0.481,0,-13.041,0,0.0344,0.229,0.0,0.291,0.641,106.269,282973,4
4dcLkkZfLLDNEzSxNqUTM2,24K Magic - R3hab Remix,4,85.5,0.764,0.708,5,-5.692,0,0.21,0.146,0.0,0.33,0.566,106.175,158678,4
0IIDRBbsWJmerQB833BswM,Sesso & Soldi (feat. Taxi B),47,54.5,0.682,0.555,4,-12.909,0,0.205,0.00057,0.606,0.37,0.305,122.143,177152,4
0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,79,72.5,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
0iureizZqLlUpVdUtRsei9,Hollywood,55,64.5,0.744,0.791,7,-6.042,0,0.0293,0.00858,0.00022,0.364,0.328,115.991,199655,4
4O0OwyyxgatDBFAZAjmioh,Resta,0,67.0,0.65,0.629,4,-6.604,0,0.0468,0.403,1.63e-05,0.0959,0.0938,139.953,180067,4
6wpGqhRvJGNNXwWlPmkMyO,I Still Haven't Found What I'm Looking For,78,80.0,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4
2KgRn646kbsUSy7NhQQ2Nv,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,0,68.0,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,116750,4
